Sr no,College Name,College location,College Location Type (city/ village/ town/ mega city...etc),Type of college (SF/Govt/ GIA),Department (IT/CE/EC/CH/MH/..........),Males-PHD,Males- mtech/ME,Males-Btech,Women-PHD,Women- mtech/ME,Women-Btech,Total Male,Total Female
303,"Ahmedabad Institute Of Tech, Ahmedabad beside Vasant nagar Township,Gota Ognaj road,Off Gota Cross roads Ahmedabad                    
Contact No.: 02717241132 
 Email: info@aitindia.in ",Ahmedabad,Mega City,SF,COMPUTER ENGINEERING,2,0,0,0,9,0,2,9
304,"Ahmedabad Institute Of Tech, Ahmedabad beside Vasant nagar Township,Gota Ognaj road,Off Gota Cross roads Ahmedabad                    
Contact No.: 02717241132 
 Email: info@aitindia.in ",Ahmedabad,Mega City,SF,ELECTRICAL ENGINEERING,0,1,0,0,1,0,1,1
305,"Ahmedabad Institute Of Tech, Ahmedabad beside Vasant nagar Township,Gota Ognaj road,Off Gota Cross roads Ahmedabad                    
Contact No.: 02717241132 
 Email: info@aitindia.in ",Ahmedabad,Mega City,SF,ELECTRONICS & COMMUNICATION ENGINEERING,0,2,0,0,0,0,2,0
306,"Ahmedabad Institute Of Tech, Ahmedabad beside Vasant nagar Township,Gota Ognaj road,Off Gota Cross roads Ahmedabad                    
Contact No.: 02717241132 
 Email: info@aitindia.in ",Ahmedabad,Mega City,SF,INFORMATION TECHNOLOGY,1,1,0,0,6,0,2,6
307,"Ahmedabad Institute Of Tech, Ahmedabad beside Vasant nagar Township,Gota Ognaj road,Off Gota Cross roads Ahmedabad                    
Contact No.: 02717241132 
 Email: info@aitindia.in ",Ahmedabad,Mega City,SF,MECHANICAL ENGINEERING,1,5,0,0,0,0,6,0
308,"Alpha College Of Engg. & Tech., Khatraj, Kalol Near Khatraj Circle, At. Khatraj, Ta. Kalol, Dist. Gandhinagar, Gujarat, India - 382721.
 Contact No.: 07567872722 
Email: alphacet2009@gmail.com",Gandhinagar,Mega City,SF,CIVIL ENGINEERING,0,7,2,0,3,1,9,4
309,"Alpha College Of Engg. & Tech., Khatraj, Kalol Near Khatraj Circle, At. Khatraj, Ta. Kalol, Dist. Gandhinagar, Gujarat, India - 382721.
 Contact No.: 07567872722 
Email: alphacet2009@gmail.com",Gandhinagar,Mega City,SF,COMPUTER ENGINEERING,1,4,1,0,14,4,6,18
310,"Alpha College Of Engg. & Tech., Khatraj, Kalol Near Khatraj Circle, At. Khatraj, Ta. Kalol, Dist. Gandhinagar, Gujarat, India - 382721.
 Contact No.: 07567872722 
Email: alphacet2009@gmail.com",Gandhinagar,Mega City,SF,ELECTRICAL ENGINEERING,1,7,2,0,2,0,10,2
311,"Alpha College Of Engg. & Tech., Khatraj, Kalol Near Khatraj Circle, At. Khatraj, Ta. Kalol, Dist. Gandhinagar, Gujarat, India - 382721.
 Contact No.: 07567872722 
Email: alphacet2009@gmail.com",Gandhinagar,Mega City,SF,ELECTRONICS & COMMUNICATION ENGINEERING,0,2,0,0,1,2,2,3
312,"Alpha College Of Engg. & Tech., Khatraj, Kalol Near Khatraj Circle, At. Khatraj, Ta. Kalol, Dist. Gandhinagar, Gujarat, India - 382721.
 Contact No.: 07567872722 
Email: alphacet2009@gmail.com",Gandhinagar,Mega City,SF,MECHANICAL ENGINEERING,0,19,3,0,0,0,22,0
313,"Arrdekta Inst. Of Technology, Khedbrahma, Sabarkantha Ahmedabad-Ambaji State Highway No. 9, Opp. Ekta Institute, At: Radhiwad,Po: Navi Metral, Taluka: Khedbrahma, Dist: Sabarkantha-383 270. 
Contact No.: 09879410225 
Email: ektaedu.inst@gmail.com",Sabarkantha,Town,SF,CIVIL ENGINEERING,0,9,0,0,3,0,9,3
314,"Arrdekta Inst. Of Technology, Khedbrahma, Sabarkantha Ahmedabad-Ambaji State Highway No. 9, Opp. Ekta Institute, At: Radhiwad,Po: Navi Metral, Taluka: Khedbrahma, Dist: Sabarkantha-383 270. 
Contact No.: 09879410225 
Email: ektaedu.inst@gmail.com",Sabarkantha,Town,SF,COMPUTER ENGINEERING,0,4,0,0,5,0,4,5
315,"Arrdekta Inst. Of Technology, Khedbrahma, Sabarkantha Ahmedabad-Ambaji State Highway No. 9, Opp. Ekta Institute, At: Radhiwad,Po: Navi Metral, Taluka: Khedbrahma, Dist: Sabarkantha-383 270. 
Contact No.: 09879410225 
Email: ektaedu.inst@gmail.com",Sabarkantha,Town,SF,ELECTRICAL ENGINEERING,0,9,0,0,5,0,9,5
316,"Arrdekta Inst. Of Technology, Khedbrahma, Sabarkantha Ahmedabad-Ambaji State Highway No. 9, Opp. Ekta Institute, At: Radhiwad,Po: Navi Metral, Taluka: Khedbrahma, Dist: Sabarkantha-383 270. 
Contact No.: 09879410225 
Email: ektaedu.inst@gmail.com",Sabarkantha,Town,SF,ELECTRONICS & COMMUNICATION ENGINEERING,0,3,0,0,3,0,3,3
317,"Arrdekta Inst. Of Technology, Khedbrahma, Sabarkantha Ahmedabad-Ambaji State Highway No. 9, Opp. Ekta Institute, At: Radhiwad,Po: Navi Metral, Taluka: Khedbrahma, Dist: Sabarkantha-383 270. 
Contact No.: 09879410225 
Email: ektaedu.inst@gmail.com",Sabarkantha,Town,SF,MECHANICAL ENGINEERING,0,21,0,0,1,0,21,1
318,"B.H.Gardi College Of Engg. & Technology , Rajkot Rajkot-Kalawad Highway, Opp. Arya Club, Village:- Anandpar. 
Contact No.: 09081886161 
Email: admission@gardividyapith.ac.in",Rajkot,City,SF,CIVIL ENGINEERING,1,5,0,0,1,1,6,2
319,"B.H.Gardi College Of Engg. & Technology , Rajkot Rajkot-Kalawad Highway, Opp. Arya Club, Village:- Anandpar. 
Contact No.: 09081886161 
Email: admission@gardividyapith.ac.in",Rajkot,City,SF,COMPUTER ENGINEERING,1,5,1,0,9,0,7,9
320,"B.H.Gardi College Of Engg. & Technology , Rajkot Rajkot-Kalawad Highway, Opp. Arya Club, Village:- Anandpar. 
Contact No.: 09081886161 
Email: admission@gardividyapith.ac.in",Rajkot,City,,,,,,,,,0,0
321,"B.H.Gardi College Of Engg. & Technology , Rajkot Rajkot-Kalawad Highway, Opp. Arya Club, Village:- Anandpar. 
Contact No.: 09081886161 
Email: admission@gardividyapith.ac.in",Rajkot,City,SF,ELECTRICAL ENGINEERING,0,4,0,0,1,1,4,2
322,"B.H.Gardi College Of Engg. & Technology , Rajkot Rajkot-Kalawad Highway, Opp. Arya Club, Village:- Anandpar. 
Contact No.: 09081886161 
Email: admission@gardividyapith.ac.in",Rajkot,City,SF,INFORMATION TECHNOLOGY,1,5,1,0,9,0,7,9
323,"B.H.Gardi College Of Engg. & Technology , Rajkot Rajkot-Kalawad Highway, Opp. Arya Club, Village:- Anandpar. 
Contact No.: 09081886161 
Email: admission@gardividyapith.ac.in",Rajkot,City,SF,MECHANICAL ENGINEERING,0,5,0,0,3,0,5,3
324,"C. K. Pithawala College Of Engg. & Tech., Surat NEAR MALVAN TEMPLE VIA MAGDALLA PORT BEHIND GAVIYER VILLEGE DUMAS ROAD SURAT 395007 GUJARAT INDIA 
Contact No.: 06355055839
 Email: ckpcet@yahoo.co.in ",Surat,City,SF,CIVIL ENGINEERING,0,3,1,6,3,0,4,9
325,"C. K. Pithawala College Of Engg. & Tech., Surat NEAR MALVAN TEMPLE VIA MAGDALLA PORT BEHIND GAVIYER VILLEGE DUMAS ROAD SURAT 395007 GUJARAT INDIA 
Contact No.: 06355055839
 Email: ckpcet@yahoo.co.in ",Surat,City,SF,COMPUTER ENGINEERING,0,5,0,3,9,0,5,12
326,"C. K. Pithawala College Of Engg. & Tech., Surat NEAR MALVAN TEMPLE VIA MAGDALLA PORT BEHIND GAVIYER VILLEGE DUMAS ROAD SURAT 395007 GUJARAT INDIA 
Contact No.: 06355055839
 Email: ckpcet@yahoo.co.in ",Surat,City,SF,ELECTRICAL ENGINEERING,3,3,0,1,2,0,6,3
327,"C. K. Pithawala College Of Engg. & Tech., Surat NEAR MALVAN TEMPLE VIA MAGDALLA PORT BEHIND GAVIYER VILLEGE DUMAS ROAD SURAT 395007 GUJARAT INDIA 
Contact No.: 06355055839
 Email: ckpcet@yahoo.co.in ",Surat,City,SF,INFORMATION TECHNOLOGY,0,0,0,0,3,0,0,3
328,"C. K. Pithawala College Of Engg. & Tech., Surat NEAR MALVAN TEMPLE VIA MAGDALLA PORT BEHIND GAVIYER VILLEGE DUMAS ROAD SURAT 395007 GUJARAT INDIA 
Contact No.: 06355055839
 Email: ckpcet@yahoo.co.in ",Surat,City,SF,MECHANICAL ENGINEERING,5,9,0,0,2,0,14,2
329,"D. A. Degree Engineering and Technology, Mahemdabad, Kheda NEAR KHATRAJ CHOKDI ,MAHMEDABAD-387130 DIST-KHEDA 
Contact No.: 02694244781 
Email: bec118owner@gtu.edu.in",Kheda,Town,SF,CIVIL ENGINEERING,0,5,0,0,0,0,5,0
330,"D. A. Degree Engineering and Technology, Mahemdabad, Kheda NEAR KHATRAJ CHOKDI ,MAHMEDABAD-387130 DIST-KHEDA 
Contact No.: 02694244781 
Email: bec118owner@gtu.edu.in",Kheda,Town,SF,COMPUTER ENGINEERING,0,2,0,0,0,0,2,0
331,"D. A. Degree Engineering and Technology, Mahemdabad, Kheda NEAR KHATRAJ CHOKDI ,MAHMEDABAD-387130 DIST-KHEDA 
Contact No.: 02694244781 
Email: bec118owner@gtu.edu.in",Kheda,Town,SF,MECHANICAL ENGINEERING,0,7,0,0,0,0,7,0
332,"Dr. Jivraj Mehta Institute Of Technology, Anand National Highway No.48, Near Sankara Eye Hospital, Mogar, Anand – 388340 
Contact No.: 02692-221000 
Email: info@centanand.org ",Anand,City,SF,CIVIL ENGINEERING,1,6,0,0,3,0,7,3
333,"Dr. Jivraj Mehta Institute Of Technology, Anand National Highway No.48, Near Sankara Eye Hospital, Mogar, Anand – 388340 
Contact No.: 02692-221000 
Email: info@centanand.org ",Anand,City,SF,COMPUTER ENGINEERING,0,1,0,0,4,0,1,4
334,"Dr. Jivraj Mehta Institute Of Technology, Anand National Highway No.48, Near Sankara Eye Hospital, Mogar, Anand – 388340 
Contact No.: 02692-221000 
Email: info@centanand.org ",Anand,City,SF,ELECTRICAL ENGINEERING,0,5,0,0,0,0,5,0
335,"Dr. Jivraj Mehta Institute Of Technology, Anand National Highway No.48, Near Sankara Eye Hospital, Mogar, Anand – 388340 
Contact No.: 02692-221000 
Email: info@centanand.org ",Anand,City,SF,INFORMATION TECHNOLOGY,0,1,0,0,3,0,1,3
336,"Dr. Jivraj Mehta Institute Of Technology, Anand National Highway No.48, Near Sankara Eye Hospital, Mogar, Anand – 388340 
Contact No.: 02692-221000 
Email: info@centanand.org ",Anand,City,SF,MECHANICAL ENGINEERING,1,9,0,0,0,0,10,0
337,"Engineering College, Tuwa, Godhara AT POST:TUWA, TALUKA. GODHRA, DIST. PANCHMAHLS GUJARAT, TUWA, PANCHMAHAL Gujarat 389713 
Contact No.: 09979209300
 Email: bec055owner@gtu.edu.in ",Godhra,Village,SF,CIVIL ENGINEERING,0,7,0,0,3,0,7,3
338,"Engineering College, Tuwa, Godhara AT POST:TUWA, TALUKA. GODHRA, DIST. PANCHMAHLS GUJARAT, TUWA, PANCHMAHAL Gujarat 389713 
Contact No.: 09979209300
 Email: bec055owner@gtu.edu.in ",Godhra,Village,SF,COMPUTER ENGINEERING,0,0,1,0,6,0,1,6
339,"Engineering College, Tuwa, Godhara AT POST:TUWA, TALUKA. GODHRA, DIST. PANCHMAHLS GUJARAT, TUWA, PANCHMAHAL Gujarat 389713 
Contact No.: 09979209300
 Email: bec055owner@gtu.edu.in ",Godhra,Village,SF,ELECTRICAL ENGINEERING,0,4,1,0,1,1,5,2
340,"Engineering College, Tuwa, Godhara AT POST:TUWA, TALUKA. GODHRA, DIST. PANCHMAHLS GUJARAT, TUWA, PANCHMAHAL Gujarat 389713 
Contact No.: 09979209300
 Email: bec055owner@gtu.edu.in ",Godhra,Village,SF,MECHANICAL ENGINEERING,0,8,0,0,0,0,8,0
342,"Engineering College, Tuwa, Godhara AT POST:TUWA, TALUKA. GODHRA, DIST. PANCHMAHLS GUJARAT, TUWA, PANCHMAHAL Gujarat 389713 
Contact No.: 09979209300
 Email: bec055owner@gtu.edu.in ",Godhra,Village,SF,CIVIL ENGINEERING,0,6,0,0,0,0,6,0
343,"Engineering College, Tuwa, Godhara AT POST:TUWA, TALUKA. GODHRA, DIST. PANCHMAHLS GUJARAT, TUWA, PANCHMAHAL Gujarat 389713 
Contact No.: 09979209300
 Email: bec055owner@gtu.edu.in ",Godhra,Village,SF,COMPUTER ENGINEERING,0,4,0,0,5,0,4,5
344,"Engineering College, Tuwa, Godhara AT POST:TUWA, TALUKA. GODHRA, DIST. PANCHMAHLS GUJARAT, TUWA, PANCHMAHAL Gujarat 389713 
Contact No.: 09979209300
 Email: bec055owner@gtu.edu.in ",Godhra,Village,SF,ELECTRICAL ENGINEERING,1,3,2,0,1,0,6,1
345,"Engineering College, Tuwa, Godhara AT POST:TUWA, TALUKA. GODHRA, DIST. PANCHMAHLS GUJARAT, TUWA, PANCHMAHAL Gujarat 389713 
Contact No.: 09979209300
 Email: bec055owner@gtu.edu.in ",Godhra,Village,SF,INFORMATION TECHNOLOGY,0,0,0,0,2,0,0,2
346,"Engineering College, Tuwa, Godhara AT POST:TUWA, TALUKA. GODHRA, DIST. PANCHMAHLS GUJARAT, TUWA, PANCHMAHAL Gujarat 389713 
Contact No.: 09979209300
 Email: bec055owner@gtu.edu.in ",Godhra,Village,SF,MECHANICAL ENGINEERING,0,5,1,0,0,0,6,0
347,"GUJARAT POWER ENGINEERING AND RESEARCH INSTITUTE (Constituent Institute of Gujarat Technological University) NEAR TOLL BOOTH, AHMEDABAD MEHSANA EXPRESS WAY, VILLEGE-MEVAD, TA & DI - MEHSANA, GUJARAT
 Contact No.: 09909039233
 Email: bec104owner@gtu.edu.in ",Ahmedabad,Village,SF,CIVIL ENGINEERING,0,7,0,0,1,0,7,1
348,"GUJARAT POWER ENGINEERING AND RESEARCH INSTITUTE (Constituent Institute of Gujarat Technological University) NEAR TOLL BOOTH, AHMEDABAD MEHSANA EXPRESS WAY, VILLEGE-MEVAD, TA & DI - MEHSANA, GUJARAT
 Contact No.: 09909039233
 Email: bec104owner@gtu.edu.in ",Ahmedabad,Village,SF,COMPUTER ENGINEERING,0,4,0,0,9,0,4,9
349,"GUJARAT POWER ENGINEERING AND RESEARCH INSTITUTE (Constituent Institute of Gujarat Technological University) NEAR TOLL BOOTH, AHMEDABAD MEHSANA EXPRESS WAY, VILLEGE-MEVAD, TA & DI - MEHSANA, GUJARAT
 Contact No.: 09909039233
 Email: bec104owner@gtu.edu.in ",Ahmedabad,Village,SF,ELECTRICAL ENGINEERING,0,5,0,0,0,0,5,0
350,"GUJARAT POWER ENGINEERING AND RESEARCH INSTITUTE (Constituent Institute of Gujarat Technological University) NEAR TOLL BOOTH, AHMEDABAD MEHSANA EXPRESS WAY, VILLEGE-MEVAD, TA & DI - MEHSANA, GUJARAT
 Contact No.: 09909039233
 Email: bec104owner@gtu.edu.in ",Ahmedabad,Village,SF,MECHANICAL ENGINEERING,4,5,0,0,0,0,9,0
351,"Ipcowala Institute Of Engineering And Technology Dharmaj Ipcowala Education Campus, Petlad - Khambhat Road, Dharmaj - 388430 Taluka - Petlad Dist - Anand 
Contact No.: 09099063458
 Email: ipcowalaengg@gmail.com ",Petlad,Town,SF,AUTOMOBILE ENGINEERING,0,4,0,0,0,0,4,0
352,"Ipcowala Institute Of Engineering And Technology Dharmaj Ipcowala Education Campus, Petlad - Khambhat Road, Dharmaj - 388430 Taluka - Petlad Dist - Anand 
Contact No.: 09099063458
 Email: ipcowalaengg@gmail.com ",Petlad,Town,SF,COMPUTER ENGINEERING,0,4,0,0,9,0,4,9
353,"Ipcowala Institute Of Engineering And Technology Dharmaj Ipcowala Education Campus, Petlad - Khambhat Road, Dharmaj - 388430 Taluka - Petlad Dist - Anand 
Contact No.: 09099063458
 Email: ipcowalaengg@gmail.com ",Petlad,Town,SF,MECHANICAL ENGINEERING,0,12,0,0,0,0,12,0
354,"K.J. Institute Of Engg. And Tech., Savali K J Campus Opp. ITI, Javla-Savli, Savli - Halol Road, PO. Savli - 391770 Dist: Vadodara 
Contact No.: 8980314190 
Email: info@kjit.org",Vadodara,City,SF,AUTOMOBILE ENGINEERING,0,3,0,0,0,0,3,0
355,"Ipcowala Institute Of Engineering And Technology Dharmaj Ipcowala Education Campus, Petlad - Khambhat Road, Dharmaj - 388430 Taluka - Petlad Dist - Anand 
Contact No.: 09099063458
 Email: ipcowalaengg@gmail.com ",Petlad,Town,SF,CIVIL ENGINEERING,0,6,4,0,1,1,10,2
356,"Ipcowala Institute Of Engineering And Technology Dharmaj Ipcowala Education Campus, Petlad - Khambhat Road, Dharmaj - 388430 Taluka - Petlad Dist - Anand 
Contact No.: 09099063458
 Email: ipcowalaengg@gmail.com ",Petlad,Town,SF,COMPUTER ENGINEERING,0,3,2,0,4,2,5,6
357,"Ipcowala Institute Of Engineering And Technology Dharmaj Ipcowala Education Campus, Petlad - Khambhat Road, Dharmaj - 388430 Taluka - Petlad Dist - Anand 
Contact No.: 09099063458
 Email: ipcowalaengg@gmail.com ",Petlad,Town,SF,ELECTRICAL ENGINEERING,1,6,5,0,0,0,12,0
358,"K.J. Institute Of Engg. And Tech., Savali K J Campus Opp. ITI, Javla-Savli, Savli - Halol Road, PO. Savli - 391770 Dist: Vadodara 
Contact No.: 8980314190 
Email: info@kjit.org",V,City,SF,ELECTRONICS & COMMUNICATION ENGINEERING,0,2,0,0,1,0,2,1
359,"Ipcowala Institute Of Engineering And Technology Dharmaj Ipcowala Education Campus, Petlad - Khambhat Road, Dharmaj - 388430 Taluka - Petlad Dist - Anand 
Contact No.: 09099063458
 Email: ipcowalaengg@gmail.com ",Petlad,Town,SF,INFORMATION TECHNOLOGY,0,1,0,0,3,1,1,4
360,"Ipcowala Institute Of Engineering And Technology Dharmaj Ipcowala Education Campus, Petlad - Khambhat Road, Dharmaj - 388430 Taluka - Petlad Dist - Anand 
Contact No.: 09099063458
 Email: ipcowalaengg@gmail.com ",Petlad,Town,SF,MECHANICAL ENGINEERING,1,15,17,0,0,1,33,1
361,"Laxmi Institute Of Technology, Sarigam, Valsad LAXMI VIDYAPEETH, P. B. NO. 15, SARIGAM 
Contact No.: 0260-6630964
 Email: lit.director@laxmi.edu.in",Valsad,City,SF,AUTOMOBILE ENGINEERING,0,3,0,0,0,0,3,0
362,"Laxmi Institute Of Technology, Sarigam, Valsad LAXMI VIDYAPEETH, P. B. NO. 15, SARIGAM 
Contact No.: 0260-6630964
 Email: lit.director@laxmi.edu.in",Valsad,City,SF,CIVIL ENGINEERING,0,4,0,0,2,0,4,2
363,"Laxmi Institute Of Technology, Sarigam, Valsad LAXMI VIDYAPEETH, P. B. NO. 15, SARIGAM 
Contact No.: 0260-6630964
 Email: lit.director@laxmi.edu.in",Valsad,City,SF,COMPUTER SCIENCE & ENGINEERING,0,2,0,0,6,0,2,6
364,"Laxmi Institute Of Technology, Sarigam, Valsad LAXMI VIDYAPEETH, P. B. NO. 15, SARIGAM 
Contact No.: 0260-6630964
 Email: lit.director@laxmi.edu.in",Valsad,City,SF,ELECTRICAL ENGINEERING,0,3,0,1,1,0,3,2
365,"Laxmi Institute Of Technology, Sarigam, Valsad LAXMI VIDYAPEETH, P. B. NO. 15, SARIGAM 
Contact No.: 0260-6630964
 Email: lit.director@laxmi.edu.in",Valsad,City,SF,ELECTRONICS & COMMUNICATION ENGINEERING,0,1,0,0,2,0,1,2
366,"Laxmi Institute Of Technology, Sarigam, Valsad LAXMI VIDYAPEETH, P. B. NO. 15, SARIGAM 
Contact No.: 0260-6630964
 Email: lit.director@laxmi.edu.in",Valsad,City,SF,INFORMATION TECHNOLOGY,0,1,0,0,7,0,1,7
367,"Laxmi Institute Of Technology, Sarigam, Valsad LAXMI VIDYAPEETH, P. B. NO. 15, SARIGAM 
Contact No.: 0260-6630964
 Email: lit.director@laxmi.edu.in",Valsad,City,SF,MECHANICAL ENGINEERING,0,9,0,0,0,0,9,0
368,"Merchant Engg. College, Basna. Visnagar MEHSANA-VISNAGAR HIGHWAY, AT & POST - BASNA
 Contact No.: 02765-275098
 Email: bec065owner@gtu.edu.in",Mehsana,City,SF,AUTOMOBILE ENGINEERING,0,7,1,0,0,0,8,0
369,"Merchant Engg. College, Basna. Visnagar MEHSANA-VISNAGAR HIGHWAY, AT & POST - BASNA
 Contact No.: 02765-275098
 Email: bec065owner@gtu.edu.in",Mehsana,City,SF,CIVIL ENGINEERING,2,19,0,0,1,0,21,1
370,"Merchant Engg. College, Basna. Visnagar MEHSANA-VISNAGAR HIGHWAY, AT & POST - BASNA
 Contact No.: 02765-275098
 Email: bec065owner@gtu.edu.in",Mehsana,City,SF,COMPUTER ENGINEERING,2,3,9,0,5,7,14,12
371,"Merchant Engg. College, Basna. Visnagar MEHSANA-VISNAGAR HIGHWAY, AT & POST - BASNA
 Contact No.: 02765-275098
 Email: bec065owner@gtu.edu.in",Mehsana,City,SF,ELECTRICAL ENGINEERING,1,15,1,1,2,0,17,3
372,"Merchant Engg. College, Basna. Visnagar MEHSANA-VISNAGAR HIGHWAY, AT & POST - BASNA
 Contact No.: 02765-275098
 Email: bec065owner@gtu.edu.in",Mehsana,City,SF,ELECTRONICS & COMMUNICATION ENGINEERING,0,5,1,0,2,0,6,2
373,"Merchant Engg. College, Basna. Visnagar MEHSANA-VISNAGAR HIGHWAY, AT & POST - BASNA
 Contact No.: 02765-275098
 Email: bec065owner@gtu.edu.in",Mehsana,City,SF,MECHANICAL ENGINEERING,2,21,12,0,0,1,35,1
374,"Narnarayan Shastri Institute of Technology, Jetalpur, Ahmedabad SWAMINARAYAN GURUKUL CAMPUS, AT:JETALPUR, TA:DASKROI, DIST:AHMEDABAD STATE:GUJARAT
 Contact No.: 09825833001 
Email: nsitgurukul@yahoo.com",Ahmedabad,City,SF,AUTOMOBILE ENGINEERING,0,4,1,0,0,0,5,0
375,"Narnarayan Shastri Institute of Technology, Jetalpur, Ahmedabad SWAMINARAYAN GURUKUL CAMPUS, AT:JETALPUR, TA:DASKROI, DIST:AHMEDABAD STATE:GUJARAT
 Contact No.: 09825833001 
Email: nsitgurukul@yahoo.com",Ahmedabad,City,SF,CIVIL ENGINEERING,0,4,2,0,0,0,6,0
376,"Narnarayan Shastri Institute of Technology, Jetalpur, Ahmedabad SWAMINARAYAN GURUKUL CAMPUS, AT:JETALPUR, TA:DASKROI, DIST:AHMEDABAD STATE:GUJARAT
 Contact No.: 09825833001 
Email: nsitgurukul@yahoo.com",Ahmedabad,City,SF,COMPUTER SCIENCE & ENGINEERING,0,2,0,1,2,0,2,3
377,"Narnarayan Shastri Institute of Technology, Jetalpur, Ahmedabad SWAMINARAYAN GURUKUL CAMPUS, AT:JETALPUR, TA:DASKROI, DIST:AHMEDABAD STATE:GUJARAT
 Contact No.: 09825833001 
Email: nsitgurukul@yahoo.com",Ahmedabad,City,SF,ELECTRICAL ENGINEERING,0,2,0,0,2,0,2,2
378,"Narnarayan Shastri Institute of Technology, Jetalpur, Ahmedabad SWAMINARAYAN GURUKUL CAMPUS, AT:JETALPUR, TA:DASKROI, DIST:AHMEDABAD STATE:GUJARAT
 Contact No.: 09825833001 
Email: nsitgurukul@yahoo.com",Ahmedabad,City,SF,ELECTRONICS & COMMUNICATION ENGINEERING,0,3,0,0,2,0,3,2
379,"Narnarayan Shastri Institute of Technology, Jetalpur, Ahmedabad SWAMINARAYAN GURUKUL CAMPUS, AT:JETALPUR, TA:DASKROI, DIST:AHMEDABAD STATE:GUJARAT
 Contact No.: 09825833001 
Email: nsitgurukul@yahoo.com",Ahmedabad,City,SF,COMPUTER ENGINEERING,0,0,0,0,3,0,0,3
380,"Narnarayan Shastri Institute of Technology, Jetalpur, Ahmedabad SWAMINARAYAN GURUKUL CAMPUS, AT:JETALPUR, TA:DASKROI, DIST:AHMEDABAD STATE:GUJARAT
 Contact No.: 09825833001 
Email: nsitgurukul@yahoo.com",Ahmedabad,City,SF,MECHANICAL ENGINEERING,0,3,0,0,0,0,3,0
381,"New L.J. Institute of Engineering & Technology Sindhu Bhavan Road, Pakwan Char Rasta, S G Highway, Ahmedabad 380054 
Contact No.: 07575099904
 Email: admissions_newljiet@ljinstitutes.edu.in
",Ahmedabad,City,SF,COMPUTER SCIENCE & ENGINEERING,1,7,0,2,27,0,8,29
382,"Om Engineering College Junagadh JUNAGADH BHESAN ROAD, AT-CHOKLI, DIST - JUNAGADH PINCODE - 362310 GUJARAT
 Contact No.: 09978177770 
Email: oecjnd@gmail.com",Ahmedabad,City,SF,CIVIL ENGINEERING,0,5,4,0,0,0,9,0
383,"Om Engineering College Junagadh JUNAGADH BHESAN ROAD, AT-CHOKLI, DIST - JUNAGADH PINCODE - 362310 GUJARAT
 Contact No.: 09978177770 
Email: oecjnd@gmail.com",Junagadh,City,SF,COMPUTER ENGINEERING,1,2,2,0,2,0,5,2
384,"Om Engineering College Junagadh JUNAGADH BHESAN ROAD, AT-CHOKLI, DIST - JUNAGADH PINCODE - 362310 GUJARAT
 Contact No.: 09978177770 
Email: oecjnd@gmail.com",Junagadh,City,SF,ELECTRICAL ENGINEERING,0,12,6,0,1,1,18,2
385,"Om Engineering College Junagadh JUNAGADH BHESAN ROAD, AT-CHOKLI, DIST - JUNAGADH PINCODE - 362310 GUJARAT
 Contact No.: 09978177770 
Email: oecjnd@gmail.com",Junagadh,City,SF,MECHANICAL ENGINEERING,0,9,3,0,1,0,12,1
386,"Om Engineering College Junagadh JUNAGADH BHESAN ROAD, AT-CHOKLI, DIST - JUNAGADH PINCODE - 362310 GUJARAT
 Contact No.: 09978177770 
Email: oecjnd@gmail.com",Junagadh,City,SF,,,,,,,,0,0
387,"Om Institute of Technology, Shahera At Vantavachhoda, Po: Shahera Dist: Panchmahal
 Contact No.: 9879353901
 Email: omtech2011@gmail.com ",Junagadh,City,SF,CHEMICAL ENGINEERING,2,3,1,0,2,0,6,2
388,"Om Institute of Technology, Shahera At Vantavachhoda, Po: Shahera Dist: Panchmahal
 Contact No.: 9879353901
 Email: omtech2011@gmail.com ",Junagadh,City,SF,CIVIL ENGINEERING,0,4,0,0,2,1,4,3
389,"Om Institute of Technology, Shahera At Vantavachhoda, Po: Shahera Dist: Panchmahal
 Contact No.: 9879353901
 Email: omtech2011@gmail.com ",Junagadh,City,SF,COMPUTER ENGINEERING,0,3,2,1,2,1,5,4
390,"Om Institute of Technology, Shahera At Vantavachhoda, Po: Shahera Dist: Panchmahal
 Contact No.: 9879353901
 Email: omtech2011@gmail.com ",Junagadh,City,SF,ELECTRICAL ENGINEERING,0,3,0,0,3,0,3,3
391,"Om Institute of Technology, Shahera At Vantavachhoda, Po: Shahera Dist: Panchmahal
 Contact No.: 9879353901
 Email: omtech2011@gmail.com ",Junagadh,City,SF,MECHANICAL ENGINEERING,0,6,0,0,0,0,6,0
392,"Om Institute of Technology, Shahera At Vantavachhoda, Po: Shahera Dist: Panchmahal
 Contact No.: 9879353901
 Email: omtech2011@gmail.com ",Junagadh,City,,,,,,,,,0,0
393,"R.N.G. Patel Institute of Technology-RNGPIT , Bardoli Bardoli – Navsari Road, At: Isroli (Tajpore ) PO : Afwa Tal : Bardoli – 394620 Dist: Surat State : Gujarat +91 9512900457, +91 9512900458 
Contact No.: 09512900457
 Email: info@rngpit.ac.in",Navsari,City,SF,CHEMICAL ENGINEERING,1,3,1,0,1,0,5,1
